log, summary

"['2023-11-15T20:11:37.333583557Z stdout F       Start processing HTTP request POST http://dummy-score-service-service.dummy-app-development.svc.cluster.local:8081/ScoreService/SubmitScore\n2023-11-15T20:11:37.333587457Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ScoreServiceClient.ClientHandler[100]\n2023-11-15T20:11:37.350946808Z stdout F {""UserProfile"": alpha ""Score"": 1}\n2023-11-15T20:11:37.351187308Z stdout F \x1b[41m\x1b[30mfail\x1b[39m\x1b[22m\x1b[49m: dummy_gateway.GatewayController[0]\n2023-11-15T20:11:37.351197108Z stdout F       Error while decoding request body \'a\' is an invalid start of a value. Path: $.UserProfile | LineNumber: 0 | BytePositionInLine: 16.\n']",These logs indicate the execution of a request to a dummy score service. The request is a POST to the URL http://dummy-score-service-service.dummy-app-development.svc.cluster.local:8081/ScoreService/SubmitScore. The processing of this request starts and ends within a very short duration of approximately 0.9392 milliseconds  and the response status is 200  indicating success. Following the processing of the request  a JSON payload is logged containing the user profile (alpha) and score (1). Additionally  a fail message is logged by the dummy_gateway.GatewayController.

"['2023-11-15T20:11:37.351298209Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ScoreServiceClient.LogicalHandler[100]\n2023-11-15T20:11:37.351307409Z stdout F       Start processing HTTP request POST http://dummy-score-service-service.dummy-app-development.svc.cluster.local:8081/ScoreService/SubmitScore\n2023-11-15T20:11:37.352290512Z stdout F       End processing HTTP request after 0.9392ms - 200\n2023-11-15T20:11:37.35529492Z stdout F {""UserProfile"": alpha ""Score"": 1}\n2023-11-15T20:11:37.355506021Z stdout F \x1b[41m\x1b[30mfail\x1b[39m\x1b[22m\x1b[49m: dummy_gateway.GatewayController[0]\n']",In these logs  there is an error encountered while decoding a request body. The error message specifies that 'a' is an invalid start of a value  and provides additional details such as the path  line number  and byte position in the line. Following this error  there are multiple lines indicating the information level logs from the System.Net.Http.HttpClient.ScoreServiceClient and System.Net.Http.HttpClient.ProfileServiceClient logical handlers. The logs show that a HTTP request of type POST is being processed  with the target URL being http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile.

"[""2023-11-15T20:11:37.355516821Z stdout F       Error while decoding request body 'a' is an invalid start of a value. Path: $.UserProfile | LineNumber: 0 | BytePositionInLine: 16.\n2023-11-15T20:11:37.355614021Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ScoreServiceClient.LogicalHandler[100]\n2023-11-15T20:11:37.356451424Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ScoreServiceClient.LogicalHandler[101]\n2023-11-15T20:11:38.034542617Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.LogicalHandler[100]\n2023-11-15T20:11:38.034551117Z stdout F       Start processing HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile\n""]",In these logs  a request is being made to a dummy profile service. The request is a POST request to the URL http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile. The logs indicate that the HTTP request is being sent and then processed by the client handler. The log entries provide information about the status and details of the request processing.

['2023-11-15T20:11:38.034601417Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[100]\n2023-11-15T20:11:38.034609617Z stdout F       Sending HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile\n2023-11-15T20:11:38.036288222Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[101]\n2023-11-15T20:11:38.037377825Z stdout F       Start processing HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile\n2023-11-15T20:11:38.037442325Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[100]\n'],"In these logs  a POST HTTP request is being sent to the endpoint ""http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile"". The request is being made with the parameters ""Name"" and ""Email"" set to ""alpha"" and ""alpha@alpha"" respectively. The response is received with a status code of 200  indicating a successful request. The processing of the HTTP request takes around 1 millisecond."

"['2023-11-15T20:11:38.037448625Z stdout F       Sending HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile\n2023-11-15T20:11:38.038465628Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[101]\n2023-11-15T20:11:38.038473728Z stdout F       Received HTTP response headers after 0.9962ms - 200\n2023-11-15T20:11:38.038479628Z stdout F       End processing HTTP request after 1.0809ms - 200\n2023-11-15T20:11:38.050795864Z stdout F {""Name"": ""alpha"" ""Email"": ""alpha@alpha""}\n']",These logs show the processing of an HTTP request using HttpClient to a profile service. The request being processed is a POST request to the URL http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile. The logs indicate that the logical handler starts processing the request  and then the client handler sends the request to the specified URL. The logs provide detailed information about the timing and status of each step in the process.

['2023-11-15T20:11:38.050935065Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.LogicalHandler[100]\n2023-11-15T20:11:38.050944465Z stdout F       Start processing HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile\n2023-11-15T20:11:38.050979465Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[100]\n2023-11-15T20:11:38.050986865Z stdout F       Sending HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile\n2023-11-15T20:11:38.052402269Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[101]\n'],"These logs indicate that a HTTP request is being processed. The request is a POST request to the URL ""http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile"". The request is successfully processed as indicated by the received HTTP response headers with a status code of 200. The processing of the request takes approximately 58.5492ms. There are also references to a ProfileServiceClient and various handlers involved in the processing of the HTTP request. Overall  the logs provide detailed information about the HTTP request processing  including timing and status codes."

['2023-11-15T20:11:38.055847179Z stdout F       Start processing HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile\n2023-11-15T20:11:38.114365351Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[101]\n2023-11-15T20:11:38.114382652Z stdout F       Received HTTP response headers after 58.3446ms - 200\n2023-11-15T20:11:38.114393852Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.LogicalHandler[101]\n2023-11-15T20:11:38.114398252Z stdout F       End processing HTTP request after 58.5492ms - 200\n'],In these logs  an HTTP response is received after 2.0528ms with a status code of 200. The ProfileServiceClient's LogicalHandler logs that it has finished processing the HTTP request after 2.0981ms. Another LogicalHandler log shows the start of processing an HTTP POST request to a specific URL. The request is being made to a dummy profile service at a local cluster address on port 8089. These logs provide timestamped information about the processing of HTTP requests and responses in a system  including response times and the URL being accessed.

['2023-11-15T20:11:40.062512282Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[100]\n2023-11-15T20:11:40.062521282Z stdout F       Sending HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/SetProfile\n2023-11-15T20:11:40.064070286Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[101]\n2023-11-15T20:11:40.064081786Z stdout F       Received HTTP response headers after 1.6622ms - 200\n2023-11-15T20:11:40.064085586Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.LogicalHandler[101]\n'],"In these logs  the following events are recorded: First  there is a piece of data written to the standard output  stating that the name is ""alpha"" and the email is ""alpha@alpha"". Then  there are multiple log statements from the System.Net.Http.HttpClient.ProfileServiceClient.LogicalHandler  with two of them containing the ""info"" level. These statements indicate the processing of an HTTP request  specifically a POST request to the URL http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/GetProfile."

"['2023-11-15T20:11:40.064096986Z stdout F {""Name"": ""alpha"" ""Email"": ""alpha@alpha""}\n2023-11-15T20:11:40.064206587Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.LogicalHandler[100]\n2023-11-15T20:11:40.06531589Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.LogicalHandler[101]\n2023-11-15T20:11:40.187420149Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.LogicalHandler[100]\n2023-11-15T20:11:40.187447549Z stdout F       Start processing HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/GetProfile\n']","In these logs  it appears that a system is making HTTP requests to a profile service. The first request is a POST request to the URL ""http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/GetProfile"". This request is being handled by the ProfileServiceClient.ClientHandler. The second request is also a POST request to the same URL and is also being handled by the ProfileServiceClient.ClientHandler. The purpose or outcome of these requests is not specified in the logs."

['2023-11-15T20:11:40.187452649Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[100]\n2023-11-15T20:11:40.187457449Z stdout F       Sending HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/GetProfile\n2023-11-15T20:11:40.187897751Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.LogicalHandler[100]\n2023-11-15T20:11:40.187914951Z stdout F \x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: System.Net.Http.HttpClient.ProfileServiceClient.ClientHandler[100]\n2023-11-15T20:11:40.187919451Z stdout F       Sending HTTP request POST http://dummy-profile-service-service.dummy-app-development.svc.cluster.local:8089/profile.ProfileService/GetProfile\n'],"In these logs  there is an error occurring while trying to save an auto-save file. The file path is specified as ""C:\__dirname\savefile-autosave-2023-10-21T00:06:11.306Z.json"". However  when attempting to save the file  an error is encountered stating that the file cannot be written due to the file or directory not existing (ENOENT: no such file or directory). The specific file causing the error is ""C:\__dirname\savefile-autosave-2023-10-21T00:06:11.306Z.json"". Additionally  there is another error regarding the type of the ""path"" argument  as it is expected to be a string  buffer  or URL  but it is received as undefined."

"['4 C:\\__dirname\\savefile-autosave-2023-10-21T00:06:11.306Z.json string  5 C:\\__dirname\\savefile-autosave-2023-10-21T00:06:11.306Z.json  Error saving auto-save file: Error saving save file: Error writing file: ENOENT: no such file or directory  open \'C:\\__dirname\\savefile-autosave-2023-10-21T00:06:11.306Z.json\'  Error: The ""path"" argument must be of type string or an instance of Buffer or URL. Received undefined ']",On Saturday  January 15th  2022 at 07:28:57.253840  a log entry indicates that the mpm_prefork module delivered an informational message with the process ID (pid) 23104. The message (AH00164) states that the server has been built on January 5th  2022 at 14:50:41. This log entry provides details about the server's construction and the prefork module's information delivery.

['[Sat Jan 15 07:28:57.253840 2022] [mpm_prefork:info] [pid 23104] AH00164: Server built: 2022-01-05T14:50:41 '],"On Saturday  January 15  2022  at 07:51:10.359888  a log entry was created indicating the removal of the PID (Process ID) file of the Apache HTTP Server. The file in question  namely ""/var/run/apache2/apache2.pid""  was removed successfully  and it contained the PID value of 23104. This log entry  tagged with the severity level ""info"" from the Apache core module  informs that the specified PID file was deleted  effectively stopping the associated Apache process."

['[Sat Jan 15 07:51:10.359888 2022] [core:info] [pid 23104] AH00096: removed PID file /var/run/apache2/apache2.pid (pid=23104)  '],"In these logs  the application ""com.hubhopper"" is interacting with Firebase In-App Messaging (FIAM). At 12:04:06  the application goes foreground  and the FIAM Display component binds to the ""DashBoardActivity."" The FIAM Headless component sets the display event component. At 12:04:06  a fetch from the service is forced instead of using the cache. It is mentioned that the app is not a test device and is a fresh install. A recoverable exception occurs while reading the cache file  indicating that the file does not exist. At 12:04:07  the FIAM runtime starts with an installation ID. However  at 12:04:07  there is a service fetch error indicating that the Firebase Installations Service is unavailable. The same sequence of events repeats at 12:07:54  where the FIAM Display unbinds from the activity and the display event component is removed. Then "

['2021-09-27 12:04:06.759 14919-14919/com.hubhopper I/FIAM.Headless: went foreground  2021-09-27 12:04:06.770 14919-14919/com.hubhopper I/FIAM.Display: Binding to activity: DashBoardActivity  2021-09-27 12:04:06.771 14919-14919/com.hubhopper I/FIAM.Headless: Setting display event component  2021-09-27 12:04:06.920 14919-14971/com.hubhopper I/FIAM.Headless: Forcing fetch from service rather than cache. Test Device: false | App Fresh Install: true  2021-09-27 12:04:06.931 14919-14971/com.hubhopper I/FIAM.Headless: Recoverable exception while reading cache: /data/user/0/com.hubhopper/files/fiam_impressions_store_file (No such file or directory)  2021-09-27 12:04:07.211 14919-14919/com.hubhopper I/FIAM.Headless: Starting InAppMessaging runtime with Installation ID dA_tOxrhRJGCYmjyGXjM9A  2021-09-27 12:04:07.471 14919-15020/com.hubhopper W/FIAM.Headless: Service fetch error: Firebase Installations Service is unavailable. Please try again later.  2021-09-27 12:07:54.178 14919-14919/com.hubhopper I/FIAM.Display: Unbinding from activity: DashBoardActivity  2021-09-27 12:07:54.178 14919-14919/com.hubhopper I/FIAM.Headless: Removing display event component  2021-09-27 12:07:57.064 14919-14919/com.hubhopper I/FIAM.Headless: went foreground  2021-09-27 12:07:57.066 14919-14919/com.hubhopper I/FIAM.Display: Binding to activity: DashBoardActivity  2021-09-27 12:07:57.066 14919-14919/com.hubhopper I/FIAM.Headless: Setting display event component  2021-09-27 12:07:57.071 14919-14971/com.hubhopper I/FIAM.Headless: Forcing fetch from service rather than cache. Test Device: false | App Fresh Install: true  2021-09-27 12:07:57.074 14919-14971/com.hubhopper I/FIAM.Headless: Recoverable exception while reading cache: /data/user/0/com.hubhopper/files/fiam_impressions_store_file (No such file or directory)  2021-09-27 12:07:57.252 14919-16103/com.hubhopper W/FIAM.Headless: Service fetch error: Firebase Installations Service is unavailable. Please try again later. '],"On July 2  2021  at 18:43:52  there were several logs generated related to Kerberos authentication in the Ambari cluster. The first log message indicates that the user ""knox/<knox_gateway>@<REALM>"" was translated to ""knox"" using auth-to-local rules during the Kerberos authentication process. However  the second log message shows a warning that the user account for the user with the username ""knox"" could not be found during Kerberos authentication. This warning is also mentioned in the following log message  which states that the Negotiate Header was invalid. The log then identifies the location of the exception that occurred  specifically in the org.apache.ambari.server.security.authentication.kerberos.AmbariAuthToLocalUserDetailsService.createUser() method  where a UsernameNotFoundException is thrown. The subsequent log messages show the sequence of filters and handlers involved in the authentication process  including the KerberosServiceAuthenticationProvider  SpnegoAuthenticationProcessing"

['02 Jul 2021 18:43:52 514  INFO [ambari-client-thread-792188] AmbariAuthToLocalUserDetailsService:109 - Translated knox/<knox_gateway>@<REALM> to knox using auth-to-local rules during Kerberos authentication.  02 Jul 2021 18:43:52 515  WARN [ambari-client-thread-792188] AmbariAuthToLocalUserDetailsService:143 - Failed find user account for user with username of knox during Kerberos authentication.  02 Jul 2021 18:43:52 516  WARN [ambari-client-thread-792188] AmbariKerberosAuthenticationFilter:149 - Negotiate Header was invalid: Negotiate YIIDl...  org.springframework.security.core.userdetails.UsernameNotFoundException: Failed find user account for user with username of knox during Kerberos authentication.          at org.apache.ambari.server.security.authentication.kerberos.AmbariAuthToLocalUserDetailsService.createUser(AmbariAuthToLocalUserDetailsService.java:144)          at org.apache.ambari.server.security.authentication.kerberos.AmbariAuthToLocalUserDetailsService.loadUserByUsername(AmbariAuthToLocalUserDetailsService.java:110)          at org.springframework.security.kerberos.authentication.KerberosServiceAuthenticationProvider.authenticate(KerberosServiceAuthenticationProvider.java:66)          at org.springframework.security.authentication.ProviderManager.authenticate(ProviderManager.java:156)          at org.springframework.security.kerberos.web.authentication.SpnegoAuthenticationProcessingFilter.doFilter(SpnegoAuthenticationProcessingFilter.java:145)          at org.apache.ambari.server.security.authentication.kerberos.AmbariKerberosAuthenticationFilter.doFilter(AmbariKerberosAuthenticationFilter.java:167)          at org.apache.ambari.server.security.authentication.AmbariDelegatingAuthenticationFilter.doFilter(AmbariDelegatingAuthenticationFilter.java:120)          at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342)          at org.apache.ambari.server.security.authorization.AmbariUserAuthorizationFilter.doFilter(AmbariUserAuthorizationFilter.java:91)          at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342)          at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:87)          at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342)          at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:192)          at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:160)          at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:237)          at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:167)          at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1478)          at org.apache.ambari.server.api.MethodOverrideFilter.doFilter(MethodOverrideFilter.java:72)          at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1478)          at org.apache.ambari.server.api.AmbariPersistFilter.doFilter(AmbariPersistFilter.java:47)          at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1478)          at org.apache.ambari.server.security.AbstractSecurityHeaderFilter.doFilter(AbstractSecurityHeaderFilter.java:125)          at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1478)          at org.eclipse.jetty.servlets.UserAgentFilter.doFilter(UserAgentFilter.java:82)          at org.eclipse.jetty.servlets.GzipFilter.doFilter(GzipFilter.java:294)          at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1478)          at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:499)          at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:137)          at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:557)          at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:231)          at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1086)          at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:427)          at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:193)          at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1020)          at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:135)          at org.apache.ambari.server.controller.AmbariHandlerList.processHandlers(AmbariHandlerList.java:212)          at org.apache.ambari.server.controller.AmbariHandlerList.processHandlers(AmbariHandlerList.java:201)          at org.apache.ambari.server.controller.AmbariHandlerList.handle(AmbariHandlerList.java:139)          at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116)          at org.eclipse.jetty.server.Server.handle(Server.java:370)          at org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:494)          at org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:973)          at org.eclipse.jetty.server.AbstractHttpConnection$RequestHandler.headerComplete(AbstractHttpConnection.java:1035)          at org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:641)          at org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:231)          at org.eclipse.jetty.server.AsyncHttpConnection.handle(AsyncHttpConnection.java:82)          at org.eclipse.jetty.io.nio.SelectChannelEndPoint.handle(SelectChannelEndPoint.java:696)          at org.eclipse.jetty.io.nio.SelectChannelEndPoint$1.run(SelectChannelEndPoint.java:53)          at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:608)          at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:543)          at java.lang.Thread.run(Thread.java:745)'],"The log entries show the initialization of the Spring DispatcherServlet and the Servlet 'dispatcherServlet'. The initialization process takes around 2 milliseconds. Following this  there are DEBUG logs indicating the security configurations in place. The FilterChainProxy is used to secure the GET request for ""/admin/users/"". The AnonymousAuthenticationFilter sets the SecurityContextHolder to an anonymous SecurityContext. The HttpSessionRequestCache saves the request URL to the session. The Http403ForbiddenEntryPoint is triggered  rejecting access. Similar security configuration steps are repeated for the GET request for ""/error"". It is mentioned that the AnonymousAuthenticationFilter is not accepting credentials from the database  even though the database connection is confirmed to be correct. There is reference to the LoadByUserName() method in the UserService that is responsible for database-backed authentication."

"[""2023-11-03T15:40:03.904+01:00  INFO 8812 --- [nio-8080-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'  2023-11-03T15:40:03.904+01:00  INFO 8812 --- [nio-8080-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'  2023-11-03T15:40:03.906+01:00  INFO 8812 --- [nio-8080-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 2 ms  2023-11-03T15:40:03.978+01:00 DEBUG 8812 --- [nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /admin/users/  2023-11-03T15:40:04.022+01:00 DEBUG 8812 --- [nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext  2023-11-03T15:40:04.084+01:00 DEBUG 8812 --- [nio-8080-exec-2] o.s.s.w.s.HttpSessionRequestCache        : Saved request http://localhost:8080/admin/users/?continue to session  2023-11-03T15:40:04.085+01:00 DEBUG 8812 --- [nio-8080-exec-2] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access  2023-11-03T15:40:04.094+01:00 DEBUG 8812 --- [nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /error  2023-11-03T15:40:04.100+01:00 DEBUG 8812 --- [nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext  2023-11-03T15:40:04.103+01:00 DEBUG 8812 --- [nio-8080-exec-2] o.s.s.w.s.HttpSessionRequestCache        : Saved request http://localhost:8080/error?continue to session  2023-11-03T15:40:04.103+01:00 DEBUG 8812 --- [nio-8080-exec-2] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access  ```   since it is invoking AnonymousAuthenticationFilter it means that it is not accepting my credentials from db. I am certain the connection to db is correct because I have tried all the endpoints before adding security.     Here is the LoadByUserName() method in my UserService which is supposed to help with database-backed authentication:  ""]","The logs indicate the execution of a program using the Cargo package manager. The program is being run with release mode enabled. Initially  the server starts  with the message ""[INFO https-test] Starting server"". Then  it is revealed that the Actix server is being utilized  as indicated by the log entry ""[INFO actix_server::builder] starting 10 workers"". Finally  it states that the Actix runtime has been detected and the program will start within the Actix runtime. Overall  these logs capture the key steps involved in initiating a server and its execution within the Actix framework."

['$ cargo run --release  [INFO  https-test] Starting server  [INFO  actix_server::builder] starting 10 workers  [INFO  actix_server::server] Actix runtime found; starting in Actix runtime '],In these logs  there are multiple events occurring. First  there is a warning indicating that the temporary store limit is set to 51200 mb  but the current store usage is 0 mb. Additionally  it is mentioned that the data directory only has 10207 mb of usable space  so the maximum available disk space is reset to 10207 mb. The logs also provide information that the ActiveMQ WebConsole is available at http://127.0.0.1:8161/ and the ActiveMQ Jolokia REST API is available at http://127.0.0.1:8161/api/jolokia/. Another warning is issued related to an issue with /admin/  causing a javax.servlet.ServletException. This exception is caused by an org.apache.jasper.JasperException  specifically regarding the inability to set the last modified date for a file located at /tmp/jetty-127_0_0_1-8161-admin-_admin-any-897734904540550

"[""2023-11-15T19:39:24.435923864Z stdout F 2023-11-15 19:39:24 435 - __main__ - INFO - executed query: SELECT * FROM profiles WHERE id = '1617' ;  time taken: 0:00:00.000479\n2023-11-15T19:39:24.440429555Z stderr F 2023-11-15 19:39:24 440 INFO [__main__] [server.py:32] [trace_id=c32812b3b69e18650f2b6e7267c1535e span_id=7e34b52f90fcd0e3 resource.service.name=00688f8f-1904-429a-80b9-06b2c92df17d trace_sampled=True] - executed query: SELECT * FROM profiles WHERE id = '1618' ;  time taken: 0:00:00.000384\n2023-11-15T19:39:24.440456055Z stdout F 2023-11-15 19:39:24 440 - __main__ - INFO - executed query: SELECT * FROM profiles WHERE id = '1618' ;  time taken: 0:00:00.000384\n2023-11-15T19:39:25.043791596Z stdout F 2023-11-15 19:39:25 043 - __main__ - INFO - executed query: SELECT * FROM profiles WHERE id = '1619' ;  time taken: 0:00:00.000503\n2023-11-15T19:39:25.047858988Z stdout F 2023-11-15 19:39:25 047 - __main__ - INFO - executed query: SELECT * FROM profiles WHERE id = '1620' ;  time taken: 0:00:00.000385\n""]",These logs represent a series of executed queries on a database. Each log entry includes the timestamp  severity  and specific details about the query executed. The first log shows an executed query to select all profiles with an ID of '1622'  taking a very short time to complete. The second log entry similarly selects profiles with an ID of '1623'. The third and fourth log entries provide identical information  selecting profiles with IDs '1625' and '1628' respectively  both executing quickly. The final log entry also selects profiles  this time with an ID of '1627'  taking a slightly shorter time to complete than previous queries. Each log entry includes additional details such as the trace ID  span ID  resource service name  and trace sampling information  providing more context for the execution of the queries.

